RegionName,City,State,Metro,CountyName,SizeRank,2017-12
83709,Boise,ID,Boise City,Ada,483,1297.5
21218,Baltimore,MD,Baltimore,Baltimore City,484,1300
63301,Saint Charles,MO,St. Louis,Saint Charles,485,1270
28540,Jacksonville,NC,Jacksonville,Onslow,486,875
92563,Murrieta,CA,Riverside,Riverside,486,2100
76051,Grapevine,TX,Dallas-Fort Worth,Tarrant,488,2100
94553,Martinez,CA,San Francisco,Contra Costa,489,2450
29588,Socastee,SC,Myrtle Beach,Horry,490,1400
77373,Spring,TX,Houston,Harris,491,1375
78748,Austin,TX,Austin,Travis,492,1600
77375,Tomball,TX,Houston,Harris,493,1650
30907,Martinez,GA,Augusta,Columbia,494,1085
80219,Denver,CO,Denver,Denver,495,1747.5
28025,Concord,NC,Charlotte,Cabarrus,496,1130
73013,Edmond,OK,Oklahoma City,Oklahoma,497,1299.5
92882,Corona,CA,Riverside,Riverside,498,2250
33308,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,499,2200
73505,Lawton,OK,Lawton,Comanche,500,750
11374,New York,NY,New York,Queens,501,2125
29229,Columbia,SC,Columbia,Richland,502,1300
34748,Leesburg,FL,Orlando,Lake,503,1100
27603,Raleigh,NC,Raleigh,Wake,504,1299
33312,Fort Lauderdale,FL,Miami-Fort Lauderdale,Broward,504,1825
75115,Desoto,TX,Dallas-Fort Worth,Dallas,506,1475
85351,Sun City,AZ,Phoenix,Maricopa,507,1112.5
38654,Olive Branch,MS,Memphis,DeSoto,508,1395
65202,Columbia,MO,Columbia,Boone,509,850
92201,Indio,CA,Riverside,Riverside,510,2450
84015,Clearfield,UT,Ogden,Davis,511,1375
97206,Portland,OR,Portland,Multnomah,512,1700
23112,Midlothian,VA,Richmond,Chesterfield,513,1495
70119,New Orleans,LA,New Orleans,Orleans,514,1250
30319,Brookhaven,GA,Atlanta,Dekalb,515,2100
33437,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,516,1975
19382,West Chester,PA,Philadelphia,Chester,517,1925
38016,Memphis,TN,Memphis,Shelby,518,1375
23456,Virginia Beach,VA,Virginia Beach,Virginia Beach City,519,1695
95008,Campbell,CA,San Jose,Santa Clara,520,3350
78230,San Antonio,TX,San Antonio,Bexar,521,875
63116,Saint Louis,MO,St. Louis,Saint Louis City,522,895
34698,Dunedin,FL,Tampa,Pinellas,523,1600
60639,Chicago,IL,Chicago,Cook,524,1200
7306,Jersey City,NJ,New York,Hudson,525,1857
34997,Stuart,FL,Port St. Lucie,Martin,526,1700
22030,Fairfax,VA,Washington,Fairfax,527,2300
75093,Plano,TX,Dallas-Fort Worth,Collin,528,2350
75098,Wylie,TX,Dallas-Fort Worth,Collin,529,1650
97405,Eugene,OR,Eugene,Lane,530,1425
92056,Oceanside,CA,San Diego,San Diego,531,2262.5
36695,Mobile,AL,Mobile,Mobile,532,1125
92071,Santee,CA,San Diego,San Diego,533,2350
96797,Waipahu,HI,Urban Honolulu,Honolulu,533,1925
21206,Baltimore,MD,Baltimore,Baltimore City,535,1400
8021,Lindenwold,NJ,Philadelphia,Camden,536,1395
39503,Gulfport,MS,Gulfport,Harrison,537,1050
92024,Encinitas,CA,San Diego,San Diego,538,3672.5
92553,Moreno Valley,CA,Riverside,Riverside,539,1598
19140,Philadelphia,PA,Philadelphia,Philadelphia,540,1000
22003,Annandale,VA,Washington,Fairfax,541,2000
23225,Richmond,VA,Richmond,Richmond City,542,1250
19145,Philadelphia,PA,Philadelphia,Philadelphia,543,1272.5
92656,Aliso Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,544,2650
6810,Danbury,CT,Stamford,Fairfield,545,1700
19146,Philadelphia,PA,Philadelphia,Philadelphia,546,1495
89119,Las Vegas,NV,Las Vegas,Clark,547,900
85374,Surprise,AZ,Phoenix,Maricopa,548,1250
27606,Raleigh,NC,Raleigh,Wake,549,1250
95624,Elk Grove,CA,Sacramento,Sacramento,550,1995
80538,Loveland,CO,Fort Collins,Larimer,551,1600
80016,Aurora,CO,Denver,Arapahoe,552,2395
63303,Saint Charles,MO,St. Louis,Saint Charles,553,1350
44124,Lyndhurst,OH,Cleveland,Cuyahoga,554,1350
89148,Las Vegas,NV,Las Vegas,Clark,555,1495
28546,Jacksonville,NC,Jacksonville,Onslow,556,835
34952,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,557,1362.5
10033,New York,NY,New York,New York,558,1950
33418,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,559,3000
92626,Costa Mesa,CA,Los Angeles-Long Beach-Anaheim,Orange,560,3100
96817,Honolulu,HI,Urban Honolulu,Honolulu,561,2000
27405,Greensboro,NC,,Guilford,562,910
97702,Bend,OR,Bend,Deschutes,563,1695
35758,Madison,AL,Huntsville,Madison,564,1297.5
10036,New York,NY,New York,New York,565,3399
33914,Cape Coral,FL,Fort Myers,Lee,566,2000
60073,Round Lake Beach,IL,Chicago,Lake,567,1425
46032,Carmel,IN,Indianapolis,Hamilton,568,1825
30606,Athens,GA,Athens,Clarke,569,1250
32068,Middleburg,FL,Jacksonville,Clay,570,1295
85254,Phoenix,AZ,Phoenix,Maricopa,571,1997.5
89129,Las Vegas,NV,Las Vegas,Clark,572,1300
27529,Garner,NC,Raleigh,Wake,573,1495
75007,Carrollton,TX,Dallas-Fort Worth,Denton,574,1695
75040,Garland,TX,Dallas-Fort Worth,Dallas,575,1500
93003,Ventura,CA,Ventura,Ventura,576,2325
87109,Albuquerque,NM,Albuquerque,Bernalillo,577,1337.5
19320,Valley Township,PA,Philadelphia,Chester,578,1350
36830,Auburn,AL,Auburn,Lee,579,1500
30114,Canton,GA,Atlanta,Cherokee,580,1450
37043,Clarksville,TN,Clarksville,Montgomery,581,1225
33065,Coral Springs,FL,Miami-Fort Lauderdale,Broward,582,1350
23185,Williamsburg,VA,Virginia Beach,James City,583,1475
60630,Chicago,IL,Chicago,Cook,584,1350
90024,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,584,4625
27616,Raleigh,NC,Raleigh,Wake,586,1425
92880,Eastvale,CA,Riverside,Riverside,587,2550
27613,Raleigh,NC,Raleigh,Wake,588,1400
21228,Catonsville,MD,Baltimore,Baltimore,589,1750
65802,Springfield,MO,Springfield,Greene,590,595
75149,Mesquite,TX,Dallas-Fort Worth,Dallas,591,1300
20850,Rockville,MD,Washington,Montgomery,592,2200
85383,Peoria,AZ,Phoenix,Maricopa,593,1700
21207,Lochearn,MD,Baltimore,Baltimore,594,1625
78216,San Antonio,TX,San Antonio,Bexar,595,899
33810,Lakeland,FL,Lakeland,Polk,596,1325
33176,Kendall,FL,Miami-Fort Lauderdale,Miami-Dade,597,1600
78250,San Antonio,TX,San Antonio,Bexar,598,1195
85205,Mesa,AZ,Phoenix,Maricopa,599,1195
19464,Pottstown,PA,Philadelphia,Montgomery,600,1200
80123,Denver,CO,Denver,Denver,601,1550
93312,Bakersfield,CA,Bakersfield,Kern,602,1600
75025,Plano,TX,Dallas-Fort Worth,Collin,603,1995
19149,Philadelphia,PA,Philadelphia,Philadelphia,604,1100
87112,Albuquerque,NM,Albuquerque,Bernalillo,605,1195
20744,Fort Washington,MD,Washington,Prince Georges,606,1950
48228,Detroit,MI,Detroit,Wayne,607,750
91786,Upland,CA,Riverside,San Bernardino,608,2047.5
96789,Mililani,HI,Urban Honolulu,Honolulu,609,2050
70001,Metairie,LA,New Orleans,Jefferson,610,1350
80012,Aurora,CO,Denver,Arapahoe,611,1500
80020,Broomfield,CO,Denver,Broomfield,612,1999
78253,San Antonio,TX,San Antonio,Bexar,613,1595
92234,Cathedral City,CA,Riverside,Riverside,614,1750
20774,Kettering,MD,Washington,Prince Georges,615,1795
98661,Vancouver,WA,Portland,Clark,616,1695
73072,Norman,OK,Oklahoma City,Cleveland,617,1195
33578,Riverview,FL,Tampa,Hillsborough,618,1450
23188,Williamsburg,VA,Virginia Beach,James City,619,1600
32935,Melbourne,FL,Melbourne,Brevard,619,1250
33020,Hollywood,FL,Miami-Fort Lauderdale,Broward,619,1600
78681,Round Rock,TX,Austin,Williamson,622,1618.5
60643,Chicago,IL,Chicago,Cook,623,1450
63031,Florissant,MO,St. Louis,Saint Louis,624,1050
80504,Longmont,CO,Boulder,Boulder,625,1787.5
76133,Fort Worth,TX,Dallas-Fort Worth,Tarrant,626,1395
98125,Seattle,WA,Seattle,King,627,2300
97223,Tigard,OR,Portland,Washington,628,1995
78504,McAllen,TX,McAllen,Hidalgo,629,1525
29414,Charleston,SC,Charleston,Charleston,630,1525
19147,Philadelphia,PA,Philadelphia,Philadelphia,631,1850
34221,Palmetto,FL,North Port-Sarasota-Bradenton,Manatee,632,1725
77081,Houston,TX,Houston,Harris,633,800
89115,Las Vegas,NV,Las Vegas,Clark,634,995
75080,Richardson,TX,Dallas-Fort Worth,Dallas,635,1837
92057,Oceanside,CA,San Diego,San Diego,636,2275
23434,Suffolk,VA,Virginia Beach,Suffolk City,637,1350
73120,Oklahoma City,OK,Oklahoma City,Oklahoma,638,1085
7601,Hackensack,NJ,New York,Bergen,639,1700
80918,Colorado Springs,CO,Colorado Springs,El Paso,640,1475
33322,Sunrise,FL,Miami-Fort Lauderdale,Broward,641,1749.5
92708,Fountain Valley,CA,Los Angeles-Long Beach-Anaheim,Orange,641,2995
63136,Jennings,MO,St. Louis,Saint Louis,643,800
10010,New York,NY,New York,New York,644,3662.5
33125,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,645,1575
30016,Covington,GA,Atlanta,Newton,646,1150
85248,Chandler,AZ,Phoenix,Maricopa,647,1750
35215,Birmingham,AL,Birmingham,Jefferson,648,895
38111,Memphis,TN,Memphis,Shelby,649,750
95020,Gilroy,CA,San Jose,Santa Clara,650,2975
67212,Wichita,KS,Wichita,Sedgwick,651,1050
78640,Kyle,TX,Austin,Hays,652,1500
33062,Pompano Beach,FL,Miami-Fort Lauderdale,Broward,653,2200
43207,Columbus,OH,Columbus,Franklin,654,950
30032,Candler-Mcafee,GA,Atlanta,Dekalb,655,1050
89122,Las Vegas,NV,Las Vegas,Clark,656,1195
70506,Lafayette,LA,Lafayette,Lafayette,657,1200
33615,Town 'n' Country,FL,Tampa,Hillsborough,658,1295
34655,New Port Richey,FL,Tampa,Pasco,659,1500
7083,Union,NJ,New York,Union,660,2000
77063,Houston,TX,Houston,Harris,661,1150
8054,Mt Laurel Township,NJ,Philadelphia,Burlington,662,1500
85224,Chandler,AZ,Phoenix,Maricopa,663,1395
93063,Simi Valley,CA,Ventura,Ventura,664,2650
93277,Visalia,CA,Visalia,Tulare,665,1195
57701,Rapid City,SD,Rapid City,Pennington,666,980
45324,Fairborn,OH,Dayton,Greene,667,895
76549,Killeen,TX,Killeen,Bell,668,995
85326,Buckeye,AZ,Phoenix,Maricopa,668,1150
27526,Fuquay Varina,NC,Raleigh,Wake,670,1455
96744,Kaneohe,HI,Urban Honolulu,Honolulu,671,2500
22554,Stafford,VA,Washington,Stafford,672,1700
65804,Springfield,MO,Springfield,Greene,673,795
19335,East Brandywine Township,PA,Philadelphia,Chester,674,1900
85122,Casa Grande,AZ,Phoenix,Pinal,675,1100
85338,Goodyear,AZ,Phoenix,Maricopa,676,1295
75068,Little Elm,TX,Dallas-Fort Worth,Denton,677,1725
66502,Manhattan,KS,Manhattan,Riley,678,1200
60411,Chicago Heights,IL,Chicago,Cook,679,1200
92037,San Diego,CA,San Diego,San Diego,680,4800
85283,Tempe,AZ,Phoenix,Maricopa,681,1362.5
80014,Aurora,CO,Denver,Arapahoe,682,1625
27612,Raleigh,NC,Raleigh,Wake,683,1375
78247,San Antonio,TX,San Antonio,Bexar,684,1300
92103,San Diego,CA,San Diego,San Diego,685,2495
30236,Jonesboro,GA,Atlanta,Clayton,686,1025
48307,Rochester Hills,MI,Detroit,Oakland,687,1805
92507,Riverside,CA,Riverside,Riverside,688,1550
91367,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,689,2700
33617,Tampa,FL,Tampa,Hillsborough,690,1195
73071,Norman,OK,Oklahoma City,Cleveland,691,1050
33033,Homestead,FL,Miami-Fort Lauderdale,Miami-Dade,692,1600
23608,Newport News,VA,Virginia Beach,Newport News City,693,1100
93720,Fresno,CA,Fresno,Fresno,694,1595
8053,Evesham,NJ,Philadelphia,Burlington,695,1600
28262,Charlotte,NC,Charlotte,Mecklenburg,696,1375
32837,Orlando,FL,Orlando,Orange,697,1645
75219,Dallas,TX,Dallas-Fort Worth,Dallas,698,2000
80526,Fort Collins,CO,Fort Collins,Larimer,698,1650
85207,Mesa,AZ,Phoenix,Maricopa,700,1495
77546,Friendswood,TX,Houston,Galveston,701,1650
40324,Georgetown,KY,Lexington,Scott,702,1187.5
75074,Plano,TX,Dallas-Fort Worth,Collin,703,1675
27513,Cary,NC,Raleigh,Wake,704,1695
12866,Saratoga Springs,NY,Albany,Saratoga,705,2075
77386,Spring,TX,Houston,Harris,705,1600
28806,Asheville,NC,Asheville,Buncombe,707,1450
90049,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,708,5800
97330,Corvallis,OR,Corvallis,Benton,709,1600
7024,Fort Lee,NJ,New York,Bergen,710,2300
19103,Philadelphia,PA,Philadelphia,Philadelphia,711,1950
28110,Monroe,NC,Charlotte,Union,712,1400
32164,Palm Coast,FL,Daytona Beach,Flagler,713,1350
80229,Thornton,CO,Denver,Adams,713,1650
75071,McKinney,TX,Dallas-Fort Worth,Collin,715,1697.5
92223,Beaumont,CA,Riverside,Riverside,716,1900
27604,Raleigh,NC,Raleigh,Wake,717,1295
30093,Norcross,GA,Atlanta,Gwinnett,718,1212.5
92346,Highland,CA,Riverside,San Bernardino,719,1745
74055,Owasso,OK,Tulsa,Tulsa,720,1250
29910,Bluffton,SC,Hilton Head Island,Beaufort,721,1500
60435,Joliet,IL,Chicago,Will,722,1194.5
90277,Redondo Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,722,3650
79928,El Paso,TX,El Paso,El Paso,724,1100
27107,Winston-Salem,NC,Winston-Salem,Forsyth,725,775
26505,Morgantown,WV,Morgantown,Monongalia,726,1050
20171,Herndon,VA,Washington,Fairfax,727,2050
28173,Waxhaw,NC,Charlotte,Union,728,2045
24502,Lynchburg,VA,Lynchburg,Lynchburg City,729,995
32216,Jacksonville,FL,Jacksonville,Duval,730,1172.5
33442,Deerfield Beach,FL,Miami-Fort Lauderdale,Broward,731,1699
46226,Indianapolis,IN,Indianapolis,Marion,732,850
33178,Doral,FL,Miami-Fort Lauderdale,Miami-Dade,733,2400
92404,San Bernardino,CA,Riverside,San Bernardino,734,1500
94102,San Francisco,CA,San Francisco,San Francisco,735,3900
97202,Portland,OR,Portland,Multnomah,735,1995
33415,Greenacres,FL,Miami-Fort Lauderdale,Palm Beach,737,1300
92780,Tustin,CA,Los Angeles-Long Beach-Anaheim,Orange,738,2800
48219,Detroit,MI,Detroit,Wayne,739,800
75023,Plano,TX,Dallas-Fort Worth,Collin,740,1695
98270,Marysville,WA,Seattle,Snohomish,740,1895
87123,Albuquerque,NM,Albuquerque,Bernalillo,742,1300
87110,Albuquerque,NM,Albuquerque,Bernalillo,743,1125
92618,Irvine,CA,Los Angeles-Long Beach-Anaheim,Orange,744,3450
32725,Deltona,FL,Daytona Beach,Volusia,745,1225
76542,Killeen,TX,Killeen,Bell,745,1100
8540,Princeton,NJ,Trenton,Mercer,747,2675
29073,Lexington,SC,Columbia,Lexington,748,1150
80537,Loveland,CO,Fort Collins,Larimer,748,1595
91766,Pomona,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,750,1875
48235,Detroit,MI,Detroit,Wayne,751,800
85711,Tucson,AZ,Tucson,Pima,751,877.5
21229,Baltimore,MD,Baltimore,Baltimore City,753,1250
52001,Dubuque,IA,Dubuque,Dubuque,754,850
8401,Atlantic City,NJ,Atlantic City,Atlantic,755,1200
91406,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,756,2900
98109,Seattle,WA,Seattle,King,757,2200
19139,Philadelphia,PA,Philadelphia,Philadelphia,758,1100
37221,Nashville,TN,Nashville,Davidson,759,1600
65803,Springfield,MO,Springfield,Greene,759,575
75227,Dallas,TX,Dallas-Fort Worth,Dallas,761,1170
30064,Marietta,GA,Atlanta,Cobb,762,1500
52404,Cedar Rapids,IA,Cedar Rapids,Linn,762,962.5
78233,San Antonio,TX,San Antonio,Bexar,764,1195
21044,Columbia,MD,Baltimore,Howard,765,1850
85719,Tucson,AZ,Tucson,Pima,766,1137.5
75024,Plano,TX,Dallas-Fort Worth,Collin,767,2150
10461,New York,NY,New York,Bronx,768,1800
75063,Irving,TX,Dallas-Fort Worth,Dallas,769,2295
28117,Mooresville,NC,Charlotte,Iredell,770,1600
77407,Richmond,TX,Houston,Fort Bend,771,1800
70115,New Orleans,LA,New Orleans,Orleans,772,1600
75231,Dallas,TX,Dallas-Fort Worth,Dallas,773,1100
8854,Piscataway,NJ,New York,Middlesex,774,2000
75006,Carrollton,TX,Dallas-Fort Worth,Denton,775,1595
96822,Honolulu,HI,Urban Honolulu,Honolulu,776,1800
85044,Phoenix,AZ,Phoenix,Maricopa,777,1400
90803,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,778,2949
30605,Athens,GA,Athens,Clarke,779,1000
90503,Torrance,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,780,2995
85018,Phoenix,AZ,Phoenix,Maricopa,781,1500
85382,Peoria,AZ,Phoenix,Maricopa,782,1395
77008,Houston,TX,Houston,Harris,783,2450
85365,Yuma,AZ,Yuma,Yuma,784,1068
77040,Houston,TX,Houston,Harris,785,1498
34744,Kissimmee,FL,Orlando,Osceola,786,1500
94550,Livermore,CA,San Francisco,Alameda,787,3100
52402,Cedar Rapids,IA,Cedar Rapids,Linn,788,1000
29412,Charleston,SC,Charleston,Charleston,789,1512.5
21221,Essex,MD,Baltimore,Baltimore,790,1450
28412,Wilmington,NC,Wilmington,New Hanover,791,1225
32703,Apopka,FL,Orlando,Orange,792,1334.5
85016,Phoenix,AZ,Phoenix,Maricopa,793,1500
77396,Atascocita,TX,Houston,Harris,794,1650
30809,Evans,GA,Augusta,Columbia,795,1400
85260,Scottsdale,AZ,Phoenix,Maricopa,796,1895
63033,Florissant,MO,St. Louis,Saint Louis,797,1195
77089,Houston,TX,Houston,Harris,798,1500
98501,Olympia,WA,Olympia,Thurston,799,1695
32514,Pensacola,FL,Pensacola,Escambia,800,995
43204,Columbus,OH,Columbus,Franklin,800,825
40509,Lexington,KY,Lexington,Fayette,802,1218
32940,Rockledge,FL,Melbourne,Brevard,803,1650
32708,Winter Springs,FL,Orlando,Seminole,804,1500
21401,Annapolis,MD,Baltimore,Anne Arundel,805,1812.5
97006,Beaverton,OR,Portland,Washington,806,1750
8081,Winslow,NJ,Philadelphia,Camden,807,1375
93291,Visalia,CA,Visalia,Tulare,808,1595
33180,Aventura,FL,Miami-Fort Lauderdale,Miami-Dade,809,2400
98118,Seattle,WA,Seattle,King,810,2199.5
60115,Dekalb,IL,Chicago,DeKalb,811,1100
85029,Phoenix,AZ,Phoenix,Maricopa,812,1065
65201,Columbia,MO,Columbia,Boone,813,975
42240,Hopkinsville,KY,Clarksville,Christian,814,850
10022,New York,NY,New York,New York,815,3400
23602,Newport News,VA,Virginia Beach,Newport News City,816,1295
95678,Roseville,CA,Sacramento,Placer,817,1800
32746,Lake Mary,FL,Orlando,Seminole,818,1525
84043,Lehi,UT,Provo,Utah,819,1699.5
92692,Mission Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,820,2800
98023,Federal Way,WA,Seattle,King,821,1995
38115,Memphis,TN,Memphis,Shelby,822,950
30518,Buford,GA,Atlanta,Gwinnett,823,1500
75062,Irving,TX,Dallas-Fort Worth,Dallas,823,1550
60014,Crystal Lake,IL,Chicago,McHenry,825,1450
6460,Milford,CT,New Haven,New Haven,826,1750
70810,Baton Rouge,LA,Baton Rouge,East Baton Rouge,826,1500
70508,Lafayette,LA,Lafayette,Lafayette,828,1375
97007,Beaverton,OR,Portland,Washington,829,1847.5
91762,Ontario,CA,Riverside,San Bernardino,830,1890
92407,San Bernardino,CA,Riverside,San Bernardino,831,1650
92129,San Diego,CA,San Diego,San Diego,832,2400
18104,South Whitehall Township,PA,Allentown,Lehigh,833,1495
32835,Orlando,FL,Orlando,Orange,834,1287.5
98387,Spanaway,WA,Seattle,Pierce,835,1790
33068,North Lauderdale,FL,Miami-Fort Lauderdale,Broward,836,1500
36116,Montgomery,AL,Montgomery,Montgomery,837,900
37076,Nashville,TN,Nashville,Davidson,837,1450
44120,Cleveland,OH,Cleveland,Cuyahoga,839,830
76112,Fort Worth,TX,Dallas-Fort Worth,Tarrant,840,1250
60201,Evanston,IL,Chicago,Cook,841,1700
33179,Ives Estates,FL,Miami-Fort Lauderdale,Miami-Dade,842,1600
23803,Petersburg,VA,Richmond,Petersburg City,843,850
33919,Fort Myers,FL,Fort Myers,Lee,844,1765
98258,Lake Stevens,WA,Seattle,Snohomish,845,2000
78213,San Antonio,TX,San Antonio,Bexar,846,912
73034,Edmond,OK,Oklahoma City,Oklahoma,847,1497.5
8724,Brick,NJ,New York,Ocean,848,1500
94403,San Mateo,CA,San Francisco,San Mateo,849,3875
44118,Cleveland Heights,OH,Cleveland,Cuyahoga,850,1225
7052,West Orange,NJ,New York,Essex,851,2650
21043,Ellicott City,MD,Baltimore,Howard,851,2125
33126,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,853,1500
40517,Lexington,KY,Lexington,Fayette,854,950
91702,Azusa,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,855,2395
28562,New Bern,NC,New Bern,Craven,856,1100
30076,Roswell,GA,Atlanta,Fulton,857,1850
63122,Kirkwood,MO,St. Louis,Saint Louis,857,1425
85206,Mesa,AZ,Phoenix,Maricopa,859,1360
76017,Arlington,TX,Dallas-Fort Worth,Tarrant,860,1512.5
32808,Pine Hills,FL,Orlando,Orange,861,995
96816,Honolulu,HI,Urban Honolulu,Honolulu,862,2562
80011,Aurora,CO,Denver,Arapahoe,863,1700
75214,Dallas,TX,Dallas-Fort Worth,Dallas,864,1995
30034,Panthersville,GA,Atlanta,Dekalb,865,1100
32224,Jacksonville,FL,Jacksonville,Duval,866,1350
20902,Silver Spring,MD,Washington,Montgomery,867,2200
53202,Milwaukee,WI,Milwaukee,Milwaukee,868,1500
91761,Ontario,CA,Riverside,San Bernardino,869,2100
50613,Cedar Falls,IA,Waterloo,Black Hawk,870,1200
60440,Bolingbrook,IL,Chicago,Will,871,1645
90630,Cypress,CA,Los Angeles-Long Beach-Anaheim,Orange,872,2700
91942,La Mesa,CA,San Diego,San Diego,872,1975
56560,Moorhead,MN,Fargo,Clay,874,1350
23234,Richmond,VA,Richmond,Richmond City,875,997.5
92078,San Marcos,CA,San Diego,San Diego,876,2600
46220,Indianapolis,IN,Indianapolis,Marion,877,1325
19128,Philadelphia,PA,Philadelphia,Philadelphia,878,1585
83686,Nampa,ID,Boise City,Canyon,879,987.5
28306,Fayetteville,NC,Fayetteville,Cumberland,880,1085
85041,Phoenix,AZ,Phoenix,Maricopa,880,1230
30097,Duluth,GA,Atlanta,Gwinnett,882,2100
77339,Houston,TX,Houston,Harris,883,1625
33904,Cape Coral,FL,Fort Myers,Lee,884,1875
33161,North Miami,FL,Miami-Fort Lauderdale,Miami-Dade,885,1300
78665,Round Rock,TX,Austin,Williamson,886,1600
11222,New York,NY,New York,Kings,887,2747.5
29407,Charleston,SC,Charleston,Charleston,888,1600
30324,Atlanta,GA,Atlanta,Fulton,889,1825
77406,Richmond,TX,Houston,Fort Bend,890,1850
85706,Tucson,AZ,Tucson,Pima,891,975
23220,Richmond,VA,Richmond,Richmond City,892,1597.5
98277,Oak Harbor,WA,Oak Harbor,Island,893,1550
8816,East Brunswick,NJ,New York,Middlesex,894,1925
29210,Columbia,SC,Columbia,Richland,895,900
55416,Saint Louis Park,MN,Minneapolis-St Paul,Hennepin,896,1697.5
33165,University Park,FL,Miami-Fort Lauderdale,Miami-Dade,897,2425
20772,Greater Upper Marlboro,MD,Washington,Prince Georges,898,1872.5
90045,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,899,3725
94590,Vallejo,CA,Vallejo,Solano,900,1750
59101,Billings,MT,Billings,Yellowstone,901,855
96818,Honolulu,HI,Urban Honolulu,Honolulu,902,1965
91304,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,903,2795
77539,Dickinson,TX,Houston,Galveston,904,1525
80220,Denver,CO,Denver,Denver,905,1950
92870,Placentia,CA,Los Angeles-Long Beach-Anaheim,Orange,906,2600
38109,Memphis,TN,Memphis,Shelby,907,702.5
77088,Houston,TX,Houston,Harris,908,1295
94114,San Francisco,CA,San Francisco,San Francisco,909,5495
80231,Denver,CO,Denver,Denver,910,1645
19460,Phoenixville,PA,Philadelphia,Chester,911,1750
93551,Palmdale,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,912,2200
7304,Jersey City,NJ,New York,Hudson,913,1800
33435,Boynton Beach,FL,Miami-Fort Lauderdale,Palm Beach,914,1650
19121,Philadelphia,PA,Philadelphia,Philadelphia,915,1800
80401,Golden,CO,Denver,Jefferson,916,2250
97123,Hillsboro,OR,Portland,Washington,917,1795
7960,Morris Township,NJ,New York,Morris,918,2975
98033,Kirkland,WA,Seattle,King,919,2500
30309,Atlanta,GA,Atlanta,Fulton,920,2000
20854,Potomac,MD,Washington,Montgomery,921,3950
23669,Hampton,VA,Virginia Beach,Hampton City,922,1150
28226,Charlotte,NC,Charlotte,Mecklenburg,923,1400
38501,Cookeville,TN,Cookeville,Putnam,924,895
48198,Superior Township,MI,Ann Arbor,Washtenaw,925,1100
60089,Buffalo Grove,IL,Chicago,Lake,926,2100
34203,Bradenton,FL,North Port-Sarasota-Bradenton,Manatee,927,1750
85209,Mesa,AZ,Phoenix,Maricopa,928,1375
34667,Hudson,FL,Tampa,Pasco,929,1099.5
75104,Cedar Hill,TX,Dallas-Fort Worth,Dallas,930,1520
80501,Longmont,CO,Boulder,Boulder,931,1600
77090,Houston,TX,Houston,Harris,932,1350
32257,Jacksonville,FL,Jacksonville,Duval,933,1350
92111,San Diego,CA,San Diego,San Diego,934,2365
13601,Town of Watertown,NY,Watertown,Jefferson,935,1250
48073,Royal Oak,MI,Detroit,Oakland,936,1450
78229,San Antonio,TX,San Antonio,Bexar,937,868
85234,Gilbert,AZ,Phoenix,Maricopa,937,1450
10065,New York,NY,New York,New York,939,4900
80127,Ken Caryl,CO,Denver,Jefferson,940,2225
77099,Houston,TX,Houston,Harris,941,999.5
77581,Pearland,TX,Houston,Brazoria,942,1850
38128,Memphis,TN,Memphis,Shelby,943,800
60010,Barrington,IL,Chicago,Cook,944,2450
6606,Bridgeport,CT,Stamford,Fairfield,945,1700
92116,San Diego,CA,San Diego,San Diego,945,2100
60123,Elgin,IL,Chicago,Kane,947,1350
85713,Tucson,AZ,Tucson,Pima,948,950
80210,Denver,CO,Denver,Denver,949,2200
6082,Enfield,CT,Hartford,Hartford,950,1450
22903,Charlottesville,VA,Charlottesville,Albemarle,951,1497.5
90278,Redondo Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,952,3500
60609,Chicago,IL,Chicago,Cook,953,1300
96734,Kailua,HI,Urban Honolulu,Honolulu,953,3125
33175,Tamiami,FL,Miami-Fort Lauderdale,Miami-Dade,955,2200
20148,Ashburn,VA,Washington,Loudoun,956,2395
27103,Winston-Salem,NC,Winston-Salem,Forsyth,956,997.5
83704,Boise,ID,Boise City,Ada,958,1097.5
91344,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,959,2972.5
20176,Leesburg,VA,Washington,Loudoun,960,2200
