RegionName,City,State,Metro,CountyName,SizeRank,2017-12
92691,Mission Viejo,CA,Los Angeles-Long Beach-Anaheim,Orange,961,2700
92504,Riverside,CA,Riverside,Riverside,962,1897.5
92392,Victorville,CA,Riverside,San Bernardino,963,1400
46237,Indianapolis,IN,Indianapolis,Marion,964,1135
30350,Sandy Springs,GA,Atlanta,Fulton,965,1450
46254,Indianapolis,IN,Indianapolis,Marion,966,1150
77469,Richmond,TX,Houston,Fort Bend,967,1650
77388,Spring,TX,Houston,Harris,968,1635
6484,Shelton,CT,Stamford,Fairfield,969,1800
28213,Charlotte,NC,Charlotte,Mecklenburg,970,1300
30506,Gainesville,GA,Gainesville,Hall,971,1375
92028,Fallbrook,CA,San Diego,San Diego,971,2392.5
92886,Yorba Linda,CA,Los Angeles-Long Beach-Anaheim,Orange,973,3200
46038,Fishers,IN,Indianapolis,Hamilton,974,1425
10040,New York,NY,New York,New York,975,1550
28311,Fayetteville,NC,Fayetteville,Cumberland,976,900
85020,Phoenix,AZ,Phoenix,Maricopa,977,1228
75019,Coppell,TX,Dallas-Fort Worth,Dallas,978,2000
1801,Woburn,MA,Boston,Middlesex,979,1899
52722,Bettendorf,IA,Davenport,Scott,980,1400
94539,Fremont,CA,San Francisco,Alameda,981,3464.5
94605,Oakland,CA,San Francisco,Alameda,982,2800
32073,Orange Park,FL,Jacksonville,Clay,983,1275
15235,Penn Hills,PA,Pittsburgh,Allegheny,984,925
76108,Fort Worth,TX,Dallas-Fort Worth,Tarrant,985,1380
92545,Hemet,CA,Riverside,Riverside,986,1495
85208,Mesa,AZ,Phoenix,Maricopa,987,1285
32259,Fruit Cove,FL,Jacksonville,Saint Johns,988,1800
22202,Arlington,VA,Washington,Arlington,989,2400
89014,Henderson,NV,Las Vegas,Clark,990,1200
33177,South Miami Heights,FL,Miami-Fort Lauderdale,Miami-Dade,991,2000
28105,Matthews,NC,Charlotte,Mecklenburg,992,1500
21220,Middle River,MD,Baltimore,Baltimore,993,1612.5
83642,Meridian,ID,Boise City,Ada,994,1350
60605,Chicago,IL,Chicago,Cook,995,2047.5
77064,Houston,TX,Houston,Harris,996,1450
8817,Edison,NJ,New York,Middlesex,997,2000
23224,Richmond,VA,Richmond,Richmond City,998,950
28376,Raeford,NC,Fayetteville,Hoke,999,1100
60462,Orland Park,IL,Chicago,Cook,1000,1797.5
78109,Converse,TX,San Antonio,Bexar,1001,1295
85202,Mesa,AZ,Phoenix,Maricopa,1002,1200
11101,New York,NY,New York,Queens,1003,2795
78227,San Antonio,TX,San Antonio,Bexar,1004,995
77004,Houston,TX,Houston,Harris,1005,1900
89131,Las Vegas,NV,Las Vegas,Clark,1005,1425
32907,Palm Bay,FL,Melbourne,Brevard,1007,1300
92009,Carlsbad,CA,San Diego,San Diego,1008,3000
90703,Cerritos,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1009,2815
85712,Tucson,AZ,Tucson,Pima,1010,775
72076,Jacksonville,AR,Little Rock,Pulaski,1011,750
21236,Nottingham,MD,Baltimore,Baltimore,1012,1600
34609,Spring Hill,FL,Tampa,Hernando,1012,1300
75126,Forney,TX,Dallas-Fort Worth,Kaufman,1014,1725
46060,Noblesville,IN,Indianapolis,Hamilton,1015,1295
33446,Delray Beach,FL,Miami-Fort Lauderdale,Palm Beach,1016,1975
91745,Hacienda Heights,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1017,2500
97219,Portland,OR,Portland,Multnomah,1018,1995
23228,Laurel,VA,Richmond,Henrico,1019,1285
19808,Hockessin,DE,Philadelphia,New Castle,1020,1500
60067,Palatine,IL,Chicago,Cook,1021,1712.5
85021,Phoenix,AZ,Phoenix,Maricopa,1022,1177.5
32566,Navarre,FL,Pensacola,Santa Rosa,1023,1400
33461,Palm Springs,FL,Miami-Fort Lauderdale,Palm Beach,1023,1400
92688,Rancho Santa Margarita,CA,Los Angeles-Long Beach-Anaheim,Orange,1025,2300
34207,Bradenton,FL,North Port-Sarasota-Bradenton,Manatee,1026,1000
34746,Kissimmee,FL,Orlando,Osceola,1027,1500
20747,District Heights,MD,Washington,Prince Georges,1028,1737.5
60645,Chicago,IL,Chicago,Cook,1029,1200
11561,Long Beach,NY,New York,Nassau,1030,2599.5
92530,Lake Elsinore,CA,Riverside,Riverside,1031,1695
95376,Tracy,CA,Stockton,San Joaquin,1031,1997.5
93010,Camarillo,CA,Ventura,Ventura,1033,2650
94566,Pleasanton,CA,San Francisco,Alameda,1034,3700
34231,Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota,1035,1900
80211,Denver,CO,Denver,Denver,1036,2200
39564,Ocean Springs,MS,Gulfport,Jackson,1037,1185
21804,Salisbury,MD,Salisbury,Wicomico,1038,950
89509,Reno,NV,Reno,Washoe,1039,1695
8234,Egg Harbor Township,NJ,Atlantic City,Atlantic,1040,1500
6790,Torrington,CT,Torrington,Litchfield,1041,1250
34786,Windermere,FL,Orlando,Orange,1042,2150
60193,Schaumburg,IL,Chicago,Cook,1043,1450
18042,Easton,PA,Allentown,Northampton,1044,1200
92672,San Clemente,CA,Los Angeles-Long Beach-Anaheim,Orange,1045,3200
21230,Baltimore,MD,Baltimore,Baltimore City,1046,1700
77080,Houston,TX,Houston,Harris,1047,1547.5
32712,Apopka,FL,Orlando,Orange,1048,1580
33445,Delray Beach,FL,Miami-Fort Lauderdale,Palm Beach,1048,1600
60651,Chicago,IL,Chicago,Cook,1050,1228.5
11205,New York,NY,New York,Kings,1051,2700
33134,Coral Gables,FL,Miami-Fort Lauderdale,Miami-Dade,1052,2300
33196,The Hammocks,FL,Miami-Fort Lauderdale,Miami-Dade,1053,2000
32404,Panama City,FL,Panama City,Bay,1054,1095
76502,Temple,TX,Killeen,Bell,1055,1250
28212,Charlotte,NC,Charlotte,Mecklenburg,1056,1144.5
92064,Poway,CA,San Diego,San Diego,1057,2850
59718,Bozeman,MT,Bozeman,Gallatin,1058,1662.5
92833,Fullerton,CA,Los Angeles-Long Beach-Anaheim,Orange,1058,2625
21701,Frederick,MD,Washington,Frederick,1060,1650
30039,Snellville,GA,Atlanta,Gwinnett,1061,1350
21702,Frederick,MD,Washington,Frederick,1062,1512.5
91765,Diamond Bar,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1063,2500
33410,Palm Beach Gardens,FL,Miami-Fort Lauderdale,Palm Beach,1064,1985
85716,Tucson,AZ,Tucson,Pima,1064,925
97701,Bend,OR,Bend,Deschutes,1066,1600
19805,Wilmington,DE,Philadelphia,New Castle,1067,1000
27909,Elizabeth City,NC,Elizabeth City,Pasquotank,1068,950
72756,Rogers,AR,Fayetteville,Benton,1069,1200
31909,Columbus,GA,Columbus,Muscogee,1070,995
32955,Rockledge,FL,Melbourne,Brevard,1071,1400
30519,Buford,GA,Atlanta,Gwinnett,1072,1600
78412,Corpus Christi,TX,Corpus Christi,Nueces,1073,1300
30120,Cartersville,GA,Atlanta,Bartow,1074,995
94103,San Francisco,CA,San Francisco,San Francisco,1075,4295
95037,Morgan Hill,CA,San Jose,Santa Clara,1076,3397.5
60188,Carol Stream,IL,Chicago,Du Page,1077,1595
61701,Bloomington,IL,Bloomington,McLean,1078,850
78414,Corpus Christi,TX,Corpus Christi,Nueces,1079,1795
84790,Saint George,UT,St. George,Washington,1080,1300
60477,Tinley Park,IL,Chicago,Cook,1081,1537.5
21093,Lutherville Timonium,MD,Baltimore,Baltimore,1082,1950
98092,Auburn,WA,Seattle,King,1082,1972.5
33417,Century Village,FL,Miami-Fort Lauderdale,Palm Beach,1084,1150
2127,Boston,MA,Boston,Suffolk,1085,3000
85249,Chandler,AZ,Phoenix,Maricopa,1086,1950
92544,Hemet,CA,Riverside,Riverside,1087,1472.5
98058,Renton,WA,Seattle,King,1088,2172.5
55379,Shakopee,MN,Minneapolis-St Paul,Scott,1089,1550
93311,Bakersfield,CA,Bakersfield,Kern,1089,1650
60025,Glenview,IL,Chicago,Cook,1091,2345
15221,Wilkinsburg,PA,Pittsburgh,Allegheny,1092,1000
77055,Houston,TX,Houston,Harris,1093,1697.5
33928,Estero,FL,Fort Myers,Lee,1094,2300
94107,San Francisco,CA,San Francisco,San Francisco,1095,4500
33484,Delray Beach,FL,Miami-Fort Lauderdale,Palm Beach,1096,1695
28054,Gastonia,NC,Charlotte,Gaston,1097,997.5
32526,Pensacola,FL,Pensacola,Escambia,1097,950
84770,Saint George,UT,St. George,Washington,1099,1225
32207,Jacksonville,FL,Jacksonville,Duval,1100,1095
32304,Tallahassee,FL,Tallahassee,Leon,1101,900
17050,Hampden Township,PA,Harrisburg,Cumberland,1102,1500
90275,Rancho Palos Verdes,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1102,3900
30680,Winder,GA,Atlanta,Barrow,1104,1150
85635,Sierra Vista,AZ,Sierra Vista,Cochise,1105,950
48910,Lansing,MI,Lansing,Ingham,1106,825
20748,Temple Hills,MD,Washington,Prince Georges,1107,1637.5
48188,Canton,MI,Detroit,Wayne,1108,1550
85027,Phoenix,AZ,Phoenix,Maricopa,1109,1195
30813,Grovetown,GA,Augusta,Columbia,1110,1200
78232,San Antonio,TX,San Antonio,Bexar,1111,949
19401,Norristown,PA,Philadelphia,Montgomery,1112,1400
19132,Philadelphia,PA,Philadelphia,Philadelphia,1113,1100
10034,New York,NY,New York,New York,1114,1450
28304,Fayetteville,NC,Fayetteville,Cumberland,1114,850
32034,Fernandina Beach,FL,Jacksonville,Nassau,1116,1650
6360,Norwich,CT,New London,New London,1117,1275
48146,Lincoln Park,MI,Detroit,Wayne,1118,899.5
32714,Altamonte Springs,FL,Orlando,Seminole,1119,1195
60707,Elmwood Park,IL,Chicago,Cook,1120,1500
36608,Mobile,AL,Mobile,Mobile,1121,900
32507,Pensacola,FL,Pensacola,Escambia,1122,1350
33610,Tampa,FL,Tampa,Hillsborough,1123,1152.5
29203,Columbia,SC,Columbia,Richland,1124,850
82001,Cheyenne,WY,Cheyenne,Laramie,1124,1250
93304,Bakersfield,CA,Bakersfield,Kern,1126,1075
11217,New York,NY,New York,Kings,1127,3180.5
92054,Oceanside,CA,San Diego,San Diego,1128,2312.5
33130,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,1129,2400
30126,Mableton,GA,Atlanta,Cobb,1130,1400
72703,Fayetteville,AR,Fayetteville,Washington,1131,1250
95826,Rosemont,CA,Sacramento,Sacramento,1132,1625
77498,Sugar Land,TX,Houston,Fort Bend,1133,1612.5
60120,Elgin,IL,Chicago,Kane,1134,1575
76522,Copperas Cove,TX,Killeen,Coryell,1135,895
85051,Phoenix,AZ,Phoenix,Maricopa,1135,1095
89436,Sparks,NV,Reno,Washoe,1137,1750
27520,Clayton,NC,Raleigh,Johnston,1138,1325
32818,Pine Hills,FL,Orlando,Orange,1139,1365
2472,Watertown,MA,Boston,Middlesex,1140,2395
38116,Memphis,TN,Memphis,Shelby,1141,895
33624,Greater Carrollwood,FL,Tampa,Hillsborough,1142,1450
27127,Winston-Salem,NC,Winston-Salem,Forsyth,1143,1100
49503,Grand Rapids,MI,Grand Rapids,Kent,1144,1250
75165,Waxahachie,TX,Dallas-Fort Worth,Ellis,1145,1397.5
85745,Tucson,AZ,Tucson,Pima,1146,1200
22901,Charlottesville,VA,Charlottesville,Albemarle,1147,1575
94025,Menlo Park,CA,San Francisco,San Mateo,1148,5100
95136,San Jose,CA,San Jose,Santa Clara,1149,3300
2130,Boston,MA,Boston,Suffolk,1150,2600
80906,Colorado Springs,CO,Colorado Springs,El Paso,1151,1595
99504,Anchorage,AK,Anchorage,Anchorage,1152,1600
32738,Deltona,FL,Daytona Beach,Volusia,1153,1200
38125,Memphis,TN,Memphis,Shelby,1154,1295
98503,Lacey,WA,Olympia,Thurston,1154,1550
85730,Tucson,AZ,Tucson,Pima,1156,1050
30228,Hampton,GA,Atlanta,Henry,1157,1182.5
38134,Memphis,TN,Memphis,Shelby,1158,1095
30134,Douglasville,GA,Atlanta,Douglas,1159,1085
60540,Naperville,IL,Chicago,Du Page,1160,2000
92127,San Diego,CA,San Diego,San Diego,1161,2650
92660,Newport Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,1162,4300
28411,Wilmington,NC,Wilmington,New Hanover,1163,1450
32811,Orlando,FL,Orlando,Orange,1164,1195
85295,Gilbert,AZ,Phoenix,Maricopa,1165,1475
92506,Riverside,CA,Riverside,Riverside,1166,2000
73112,Oklahoma City,OK,Oklahoma City,Oklahoma,1167,925
85015,Phoenix,AZ,Phoenix,Maricopa,1168,1025
60563,Naperville,IL,Chicago,Du Page,1169,1700
78744,Austin,TX,Austin,Travis,1170,1364.5
21045,Columbia,MD,Baltimore,Howard,1171,1950
50266,West Des Moines,IA,Des Moines,Polk,1172,1242.5
38671,Southaven,MS,Memphis,DeSoto,1173,1245
22033,Fairfax,VA,Washington,Fairfax,1174,2099
11743,Huntington,NY,New York,Suffolk,1175,2800
79423,Lubbock,TX,Lubbock,Lubbock,1176,1137.5
38127,Memphis,TN,Memphis,Shelby,1177,675
78526,Brownsville,TX,Brownsville,Cameron,1178,1200
70433,Covington,LA,New Orleans,Saint Tammany,1179,1350
78217,San Antonio,TX,San Antonio,Bexar,1180,891
34119,Naples,FL,Naples,Collier,1181,3500
70458,Slidell,LA,New Orleans,Saint Tammany,1182,1300
46037,Fishers,IN,Indianapolis,Hamilton,1183,1450
28115,Mooresville,NC,Charlotte,Iredell,1184,1485
85704,Tucson,AZ,Tucson,Pima,1185,1300
27105,Winston-Salem,NC,Winston-Salem,Forsyth,1186,765
32824,Orlando,FL,Orlando,Orange,1186,1600
75044,Garland,TX,Dallas-Fort Worth,Dallas,1188,1547.5
72758,Rogers,AR,Fayetteville,Benton,1189,1449
91764,Ontario,CA,Riverside,San Bernardino,1190,2100
33016,Hialeah,FL,Miami-Fort Lauderdale,Miami-Dade,1191,1685
64133,Kansas City,MO,Kansas City,Jackson,1192,925
33428,Boca Raton,FL,Miami-Fort Lauderdale,Palm Beach,1193,1900
30019,Dacula,GA,Atlanta,Gwinnett,1194,1545
46203,Indianapolis,IN,Indianapolis,Marion,1195,750
85226,Chandler,AZ,Phoenix,Maricopa,1195,1490
63114,Overland,MO,St. Louis,Saint Louis,1197,850
7307,Jersey City,NJ,New York,Hudson,1198,1750
32127,Port Orange,FL,Daytona Beach,Volusia,1199,1700
60653,Chicago,IL,Chicago,Cook,1200,1600
75013,Allen,TX,Dallas-Fort Worth,Collin,1201,2395
80227,Lakewood,CO,Denver,Jefferson,1202,1700
70605,Lake Charles,LA,Lake Charles,Calcasieu,1203,1500
78413,Corpus Christi,TX,Corpus Christi,Nueces,1204,1600
30115,Canton,GA,Atlanta,Cherokee,1205,1570
30038,Lithonia,GA,Atlanta,Dekalb,1206,1095
85296,Gilbert,AZ,Phoenix,Maricopa,1207,1415
89015,Henderson,NV,Las Vegas,Clark,1208,1220
46219,Indianapolis,IN,Indianapolis,Marion,1209,800
85033,Phoenix,AZ,Phoenix,Maricopa,1210,992.5
86314,Prescott Valley,AZ,Prescott,Yavapai,1211,1495
89128,Las Vegas,NV,Las Vegas,Clark,1212,1200
33611,Tampa,FL,Tampa,Hillsborough,1213,1400
80021,Westminster,CO,Denver,Adams,1214,1900
94608,Oakland,CA,San Francisco,Alameda,1215,3172.5
97217,Portland,OR,Portland,Multnomah,1216,1995
91016,Monrovia,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1217,2300
48227,Detroit,MI,Detroit,Wayne,1218,750
2139,Cambridge,MA,Boston,Middlesex,1219,2995
8902,North Brunswick,NJ,New York,Middlesex,1220,1850
20003,Washington,DC,Washington,District of Columbia,1220,2750
70808,Baton Rouge,LA,Baton Rouge,East Baton Rouge,1222,1400
10026,New York,NY,New York,New York,1223,2580
75028,Flower Mound,TX,Dallas-Fort Worth,Denton,1224,1872.5
33172,Fountainbleau,FL,Miami-Fort Lauderdale,Miami-Dade,1225,1815
30316,Atlanta,GA,Atlanta,Fulton,1226,1650
94040,Mountain View,CA,San Jose,Santa Clara,1227,3397.5
73170,Oklahoma City,OK,Oklahoma City,Oklahoma,1228,1280
83706,Boise,ID,Boise City,Ada,1229,1250
90291,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1230,6250
92025,Escondido,CA,San Diego,San Diego,1231,1950
91423,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1232,3500
30152,Kennesaw,GA,Atlanta,Cobb,1233,1395
80126,Highlands Ranch,CO,Denver,Douglas,1234,2150
92395,Victorville,CA,Riverside,San Bernardino,1235,1300
34761,Ocoee,FL,Orlando,Orange,1236,1700
32724,Deland,FL,Daytona Beach,Volusia,1237,1295
77338,Houston,TX,Houston,Harris,1238,1350
34232,Sarasota,FL,North Port-Sarasota-Bradenton,Sarasota,1239,1650
60090,Wheeling,IL,Chicago,Cook,1239,1550
28208,Charlotte,NC,Charlotte,Mecklenburg,1241,995
76513,Belton,TX,Killeen,Bell,1242,1195
17403,York,PA,York,York,1243,895
32547,Wright,FL,Crestview-Fort Walton Beach-Destin,Okaloosa,1244,1100
33881,Winter Haven,FL,Lakeland,Polk,1245,1200
43110,Columbus,OH,Columbus,Franklin,1246,1375
96826,Honolulu,HI,Urban Honolulu,Honolulu,1247,1685
33155,Coral Terrace,FL,Miami-Fort Lauderdale,Miami-Dade,1248,2300
94404,Foster City,CA,San Francisco,San Mateo,1249,4000
85302,Glendale,AZ,Phoenix,Maricopa,1250,1195
20785,Greater Landover,MD,Washington,Prince Georges,1251,1610
33193,Kendall West,FL,Miami-Fort Lauderdale,Miami-Dade,1252,1850
2138,Cambridge,MA,Boston,Middlesex,1253,2550
94116,San Francisco,CA,San Francisco,San Francisco,1254,4000
30084,Tucker,GA,Atlanta,Dekalb,1255,1400
31313,Hinesville,GA,Hinesville,Liberty,1256,950
80205,Denver,CO,Denver,Denver,1256,2047.5
36330,Enterprise,AL,Enterprise,Coffee,1258,950
95050,Santa Clara,CA,San Jose,Santa Clara,1258,3350
60409,Calumet City,IL,Chicago,Cook,1260,1300
92557,Moreno Valley,CA,Riverside,Riverside,1260,1780
33014,Hialeah,FL,Miami-Fort Lauderdale,Miami-Dade,1262,1700
28803,Asheville,NC,Asheville,Buncombe,1263,1425
20743,Coral Hills,MD,Washington,Prince Georges,1264,1700
94804,Richmond,CA,San Francisco,Contra Costa,1265,2500
28273,Charlotte,NC,Charlotte,Mecklenburg,1266,1495
32506,Pensacola,FL,Pensacola,Escambia,1267,1050
27704,Durham,NC,Durham,Durham,1268,1322.5
37207,Nashville,TN,Nashville,Davidson,1269,1497.5
60302,Oak Park,IL,Chicago,Cook,1270,1399
33880,Winter Haven,FL,Lakeland,Polk,1271,1150
80524,Fort Collins,CO,Fort Collins,Larimer,1272,1655
33401,West Palm Beach,FL,Miami-Fort Lauderdale,Palm Beach,1273,1850
6040,Manchester,CT,Hartford,Hartford,1274,1400
33604,Tampa,FL,Tampa,Hillsborough,1275,1100
76180,North Richland Hills,TX,Dallas-Fort Worth,Tarrant,1276,1450
40515,Lexington,KY,Lexington,Fayette,1277,1072.5
60068,Park Ridge,IL,Chicago,Cook,1277,2050
85210,Mesa,AZ,Phoenix,Maricopa,1279,975
31405,Savannah,GA,Savannah,Chatham,1280,1250
34983,Port Saint Lucie,FL,Port St. Lucie,Saint Lucie,1281,1450
30102,Acworth,GA,Atlanta,Cobb,1282,1350
28451,Leland,NC,Myrtle Beach,Brunswick,1283,1300
33018,Hialeah,FL,Miami-Fort Lauderdale,Miami-Dade,1284,2250
85286,Chandler,AZ,Phoenix,Maricopa,1284,1695
33613,Lake Magdalene,FL,Tampa,Hillsborough,1286,1000
21060,Glen Burnie,MD,Baltimore,Anne Arundel,1287,1699.5
92084,Vista,CA,San Diego,San Diego,1288,2500
34653,New Port Richey,FL,Tampa,Pasco,1289,1100
23231,Henrico,VA,Richmond,Henrico,1290,1095
95126,San Jose,CA,San Jose,Santa Clara,1291,3250
98026,Edmonds,WA,Seattle,Snohomish,1292,2050
32707,Casselberry,FL,Orlando,Seminole,1293,1250
33133,Miami,FL,Miami-Fort Lauderdale,Miami-Dade,1294,2500
90501,Torrance,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1295,2750
30252,McDonough,GA,Atlanta,Henry,1296,1260
53218,Milwaukee,WI,Milwaukee,Milwaukee,1297,1050
30458,Statesboro,GA,Statesboro,Bulloch,1298,1050
73110,Midwest City,OK,Oklahoma City,Oklahoma,1299,775
77009,Houston,TX,Houston,Harris,1300,1750
33952,Port Charlotte,FL,Punta Gorda,Charlotte,1301,1300
87401,Farmington,NM,Farmington,San Juan,1302,1200
19130,Philadelphia,PA,Philadelphia,Philadelphia,1303,1715
75154,Red Oak,TX,Dallas-Fort Worth,Ellis,1304,1547.5
48239,Redford,MI,Detroit,Wayne,1305,995
76262,Trophy Club,TX,Dallas-Fort Worth,Denton,1306,1895
30338,Dunwoody,GA,Atlanta,Dekalb,1307,2300
78749,Austin,TX,Austin,Travis,1308,1795
77044,Houston,TX,Houston,Harris,1309,1375
80203,Denver,CO,Denver,Denver,1310,1700
60074,Palatine,IL,Chicago,Cook,1311,1254.5
2128,Boston,MA,Boston,Suffolk,1312,2300
87144,Rio Rancho,NM,Albuquerque,Sandoval,1313,1200
78006,Boerne,TX,San Antonio,Kendall,1314,1685
29461,Moncks Corner,SC,Charleston,Berkeley,1315,1550
38018,Memphis,TN,Memphis,Shelby,1316,1350
77065,Houston,TX,Houston,Harris,1317,1550
85035,Phoenix,AZ,Phoenix,Maricopa,1317,925
80247,Denver,CO,Denver,Denver,1319,1450
92584,Menifee,CA,Riverside,Riverside,1320,1950
48221,Detroit,MI,Detroit,Wayne,1321,800
89523,Reno,NV,Reno,Washoe,1322,1772.5
48127,Dearborn Heights,MI,Detroit,Wayne,1323,1249
10013,New York,NY,New York,New York,1324,5500
29063,Irmo,SC,Columbia,Richland,1325,1125
38118,Memphis,TN,Memphis,Shelby,1326,825
11367,New York,NY,New York,Queens,1327,1900
93726,Fresno,CA,Fresno,Fresno,1327,1122.5
78154,Schertz,TX,San Antonio,Guadalupe,1329,1450
37174,Spring Hill,TN,Nashville,Maury,1330,1600
92308,Apple Valley,CA,Riverside,San Bernardino,1330,1275
30294,Stockbridge,GA,Atlanta,Henry,1332,1150
37214,Nashville,TN,Nashville,Davidson,1333,1385
90266,Manhattan Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1334,6000
77471,Rosenberg,TX,Houston,Fort Bend,1335,1600
95757,Elk Grove,CA,Sacramento,Sacramento,1336,1995
92307,Apple Valley,CA,Riverside,San Bernardino,1337,1425
92069,San Marcos,CA,San Diego,San Diego,1338,2550
23060,Glen Allen,VA,Richmond,Henrico,1339,1700
75075,Plano,TX,Dallas-Fort Worth,Collin,1339,1847.5
91360,Thousand Oaks,CA,Ventura,Ventura,1341,2950
94523,Pleasant Hill,CA,San Francisco,Contra Costa,1341,2525
29209,Columbia,SC,Columbia,Richland,1343,1082.5
92505,Riverside,CA,Riverside,Riverside,1344,1982.5
94123,San Francisco,CA,San Francisco,San Francisco,1345,6850
94551,Livermore,CA,San Francisco,Alameda,1346,2900
83201,Pocatello,ID,Pocatello,Bannock,1347,750
92262,Palm Springs,CA,Riverside,Riverside,1348,2300
89012,Henderson,NV,Las Vegas,Clark,1349,1712.5
93313,Bakersfield,CA,Bakersfield,Kern,1350,1450
92649,Huntington Beach,CA,Los Angeles-Long Beach-Anaheim,Orange,1351,2997.5
27502,Apex,NC,Raleigh,Wake,1352,1665
30092,Peachtree Corners,GA,Atlanta,Gwinnett,1353,1562.5
22015,Burke,VA,Washington,Fairfax,1354,2100
8844,Hillsborough,NJ,New York,Somerset,1355,1900
98366,Port Orchard,WA,Bremerton,Kitsap,1356,1385
92373,Redlands,CA,Riverside,San Bernardino,1357,1950
92821,Brea,CA,Los Angeles-Long Beach-Anaheim,Orange,1358,2760
96701,Aiea,HI,Urban Honolulu,Honolulu,1359,2050
78218,San Antonio,TX,San Antonio,Bexar,1360,1100
60654,Chicago,IL,Chicago,Cook,1361,2121.5
21014,Bel Air,MD,Baltimore,Harford,1362,1400
38002,Lakeland,TN,Memphis,Shelby,1363,1522.5
33707,Gulfport,FL,Tampa,Pinellas,1364,1650
90403,Santa Monica,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1365,5100
21244,Windsor Mill,MD,Baltimore,Baltimore,1366,1600
34205,Bradenton,FL,North Port-Sarasota-Bradenton,Manatee,1367,1499
98056,Renton,WA,Seattle,King,1368,2100
20016,Washington,DC,Washington,District of Columbia,1369,2650
43221,Upper Arlington,OH,Columbus,Franklin,1370,1392
46112,Brownsburg,IN,Indianapolis,Hendricks,1370,1325
91767,Pomona,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1372,2195
60030,Grayslake,IL,Chicago,Lake,1373,1500
28214,Charlotte,NC,Charlotte,Mecklenburg,1374,1345
68104,Omaha,NE,Omaha,Douglas,1374,990
30213,Fairburn,GA,Atlanta,Fulton,1376,1400
32209,Jacksonville,FL,Jacksonville,Duval,1377,795
10950,Monroe,NY,New York,Orange,1378,2000
26508,Cheat Lake,WV,Morgantown,Monongalia,1379,1497.5
33032,Princeton,FL,Miami-Fort Lauderdale,Miami-Dade,1380,1712.5
47403,Bloomington,IN,Bloomington,Monroe,1381,1025
90505,Torrance,CA,Los Angeles-Long Beach-Anaheim,Los Angeles,1382,3217.5
89032,North Las Vegas,NV,Las Vegas,Clark,1383,1195
94582,San Ramon,CA,San Francisco,Contra Costa,1384,3600
18018,Bethlehem,PA,Allentown,Northampton,1385,1312.5
28405,Wilmington,NC,Wilmington,New Hanover,1386,1250
89506,Reno,NV,Reno,Washoe,1387,1350
20707,Laurel,MD,Washington,Prince Georges,1388,1750
75069,McKinney,TX,Dallas-Fort Worth,Collin,1389,1650
60103,Bartlett,IL,Chicago,Du Page,1390,1725
20120,Centreville,VA,Washington,Fairfax,1391,1950
33710,Saint Petersburg,FL,Tampa,Pinellas,1392,1300
72023,Cabot,AR,Little Rock,Lonoke,1393,997.5
11231,New York,NY,New York,New York,1394,3200
29605,Greenville,SC,Greenville,Greenville,1395,1195
91913,Chula Vista,CA,San Diego,San Diego,1396,2300
33573,Sun City Center,FL,Tampa,Hillsborough,1397,1450
10035,New York,NY,New York,New York,1398,2100
80128,Ken Caryl,CO,Denver,Jefferson,1399,1712.5
44121,South Euclid,OH,Cleveland,Cuyahoga,1400,1100
95129,San Jose,CA,San Jose,Santa Clara,1401,3692.5
21042,Ellicott City,MD,Baltimore,Howard,1402,2100
85614,Green Valley,AZ,Tucson,Pima,1403,1250
77054,Houston,TX,Houston,Harris,1404,1150
78418,Corpus Christi,TX,Corpus Christi,Nueces,1405,1650
76210,Denton,TX,Dallas-Fort Worth,Denton,1406,1600
89102,Las Vegas,NV,Las Vegas,Clark,1407,1337.5
10583,Scarsdale,NY,New York,Westchester,1408,5600
80916,Colorado Springs,CO,Colorado Springs,El Paso,1409,1250
28348,Hope Mills,NC,Fayetteville,Cumberland,1410,1100
48224,Detroit,MI,Detroit,Wayne,1411,775
30269,Peachtree City,GA,Atlanta,Fayette,1412,1700
47714,Evansville,IN,Evansville,Vanderburgh,1413,690
10001,New York,NY,New York,New York,1414,3440
72120,Sherwood,AR,Little Rock,Pulaski,1414,1097.5
31406,Savannah,GA,Savannah,Chatham,1416,1100
33756,Clearwater,FL,Tampa,Pinellas,1417,1480
21403,Annapolis,MD,Baltimore,Anne Arundel,1418,1737.5
74014,Broken Arrow,OK,Tulsa,Tulsa,1419,1200
80226,Lakewood,CO,Denver,Jefferson,1420,1700
27534,Goldsboro,NC,Goldsboro,Wayne,1421,1095
60202,Evanston,IL,Chicago,Cook,1422,1497.5
98006,Bellevue,WA,Seattle,King,1423,2850
